Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,North America,NAC,..,91.5985011103705,92.5930356325343,92.5954850701702,92.6592529575393,92.6970237607839,92.7448281809714,92.9147436022153,92.6942462486478,92.5872301970594,92.9069837856613,..
"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,OECD members,OED,..,81.2738150698288,83.0201573427113,83.1998688915241,83.3774272824062,83.5158082087695,83.618185210942,83.8208023495679,83.9698959376837,83.8029520037564,83.9657687655229,..
"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,Other small states,OSS,..,70.3606687204066,72.5125159729106,72.6049038814914,72.7023994785149,72.9751726738061,73.2685595749959,73.2145717458609,72.7556223739776,72.9115407500705,73.206240241446,..
"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,Pacific island small states,PSS,..,45.0197252639935,44.7885382873984,46.6818617452027,48.3636975510195,49.1172920250181,49.8453145870623,50.6213807114457,50.1172298975755,50.4153745617915,51.0590625886229,..
"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,Post-demographic dividend,PST,..,85.9345043509207,87.3167432660908,87.4813475259682,87.6166443435879,87.7434355445169,87.8779563782556,87.9641731035038,87.8367772499924,87.9269480939503,88.1839903457075,..
"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,Pre-demographic dividend,PRE,..,18.452262851059,21.1837674459331,21.2728995297378,21.3089705111939,21.0788585469904,21.1284698439506,21.0734298737942,20.7017110160962,20.93612093485,21.2085752205486,..
"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,Small states,SST,..,67.7146110251273,69.3697061117517,69.6843565489636,69.949039403037,70.262670071917,70.5671781050111,70.6348404811856,70.1625041198956,70.3274183877549,70.6346885612142,..
"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,South Asia,SAS,..,19.5129024423248,25.2046998017504,26.0958747820343,28.8184746902791,28.2188490358194,29.1631506960759,29.2297681394108,27.0111862261758,27.6231644714391,27.4236195163679,..
"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,South Asia (IDA & IBRD),TSA,..,19.5129024423248,25.2046998017504,26.0958747820343,28.8184746902791,28.2188490358194,29.1631506960759,29.2297681394108,27.0111862261758,27.6231644714391,27.4236195163679,..
"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,Sub-Saharan Africa,SSF,..,20.7799742635463,22.5142766623307,22.6306858831965,22.579607929673,22.4661301574753,22.4592662899105,22.3520837411271,21.8460761518971,21.9392023999738,22.2251635629292,..
"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,Sub-Saharan Africa (excluding high income),SSA,..,20.7799742635463,22.5142766623307,22.6306858831965,22.579607929673,22.4661301574753,22.4592662899105,22.3520837411271,21.8460761518971,21.9392023999738,22.2251635629292,..
"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,20.7799742635463,22.5142766623308,22.6306858831965,22.579607929673,22.4661301574753,22.4592662899105,22.3520837411271,21.8460761518971,21.9392023999738,22.2251635629292,..
"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,Upper middle income,UMC,..,44.2657953369682,55.1373660310916,55.5954388791126,55.8395789893165,56.0304969422817,56.364013801049,56.7475265074029,56.3597352587186,56.458849755816,56.6790794945413,..
"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,World,WLD,..,45.8639095795375,51.3301234221101,51.7824219670629,52.5086820099199,52.4490057311776,52.7881786113832,52.9011882359918,51.9834063179694,52.0735819349737,51.9815616360509,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Afghanistan,AFG,..,7.955,7.915,9.011,10.1,11.184,11.206,11.224,11.71,11.934,14.1,14.386
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Albania,ALB,..,19.023,18.055,17.193,15.418,13.616,12.304,11.466,12.79,12.473,11.588,11.584
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Algeria,DZA,..,29.77,10.207,11.206,10.202,12,12.15,12.285,14.04,13.607,12.437,11.814
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Angola,AGO,..,16.502,16.401,16.491,16.58,16.617,16.599,16.497,16.676,15.799,14.693,14.62
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Argentina,ARG,..,15,7.268,7.58,8.083,8.347,9.221,9.843,11.461,8.736,6.805,6.178
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Armenia,ARM,..,11.097,12.201,12.468,12.732,12.968,13.212,12.2,12.18,10.012,8.608,8.586
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Australia,AUS,..,6.288,6.078,6.055,5.711,5.592,5.3,5.159,6.456,5.116,3.701,3.667
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Austria,AUT,..,4.694,5.674,5.802,6.064,5.561,4.933,4.56,5.201,6.459,4.992,5.243
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Azerbaijan,AZE,..,11.78,4.91,4.96,5,5,4.9,5,7.24,6.04,5.65,5.636
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,"Bahamas, The",BHS,..,7.235,13.8,12,12.7,9.8,10,10.011,12.804,11.694,9.87,9.198
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Bahrain,BHR,..,1.138,1.146,1.166,1.195,1.196,1.202,1.226,1.767,1.551,1.326,1.16
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Bangladesh,BGD,..,3.27,4.406,4.382,4.35,4.372,4.532,4.693,5.828,5.815,5.247,5.06
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Barbados,BRB,..,9.35,12.17,9.803,8.247,8.622,8.322,8.413,9.756,9.417,8.493,7.954
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Belarus,BLR,..,12.171,5.911,5.881,5.844,5.648,4.763,4.165,4.049,3.9,3.574,3.574
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Belgium,BEL,..,6.586,8.523,8.482,7.83,7.086,5.948,5.36,5.555,6.264,5.558,5.508
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Belize,BLZ,..,10.808,8.244,7.578,7,6.596,7.899,9.053,10.7,10.157,8.724,8.262
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Benin,BEN,..,0.865,1.892,1.855,1.835,1.722,1.473,1.402,1.565,1.694,1.473,1.452
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Bhutan,BTN,..,1.652,2.63,2.45,2.737,3.039,3.35,2.72,5.03,4.804,5.947,5.653
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Bolivia,BOL,..,2.442,2.021,3.111,3.498,3.655,3.519,3.682,7.903,5.089,3.552,3.081
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Bosnia and Herzegovina,BIH,..,25.473,27.517,27.695,25.408,20.527,18.4,15.692,15.868,14.897,12.657,10.42
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Botswana,BWA,..,15.88,18.518,18.939,19.343,19.678,19.679,20.094,21.017,23.106,23.615,23.381
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Brazil,BRA,..,10.892,6.755,8.538,11.58,12.792,12.33,11.936,13.697,13.159,9.231,7.95
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Brunei Darussalam,BRN,..,5.532,6.862,7.694,8.521,9.316,8.7,6.6,7.409,4.905,5.191,5.27
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Bulgaria,BGR,..,16.218,11.424,9.143,7.575,6.164,5.212,4.23,5.125,5.267,4.268,4.295
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Burkina Faso,BFA,..,2.681,4.254,4.468,4.594,4.66,4.695,4.701,4.985,5.11,5.348,5.293
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Burundi,BDI,..,3.145,1.572,1.444,1.356,1.258,1.157,1.053,1.03,1.11,0.919,0.93
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Cabo Verde,CPV,..,13.116,11.67,11.905,12.075,12.24,12.17,12.118,14.66,13.906,12.272,11.994
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Cambodia,KHM,..,0.746,0.692,0.393,0.716,0.141,0.13,0.12,0.172,0.396,0.247,0.239
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Cameroon,CMR,..,7.534,3.534,3.52,3.534,3.581,3.619,3.646,3.866,3.951,3.687,3.646
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Canada,CAN,..,6.829,7.023,6.945,7.038,6.426,5.837,5.69,9.657,7.527,5.28,5.366
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Central African Republic,CAF,..,5.546,5.685,5.871,5.904,5.969,5.896,5.978,6.556,6.676,6.337,6.286
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Chad,TCD,..,0.792,0.926,0.968,1.044,1.116,1.135,1.081,1.693,1.511,1.104,1.082
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Channel Islands,CHI,..,5.357,8.285,7.901,7.442,6.865,6.324,6.17,6.611,6.609,5.91,5.982
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Chile,CHL,..,10.491,6.761,6.605,6.926,7.29,7.647,7.533,11.006,9.325,8.299,9.037
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,China,CHN,..,3.26,4.63,4.65,4.56,4.47,4.31,4.56,5,4.55,4.98,4.67
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Colombia,COL,..,20.52,8.799,8.572,8.922,9.086,9.36,10.28,15.983,13.898,10.547,9.565
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Comoros,COM,..,4.402,4.88,4.972,5.042,5.04,5.018,5.1,5.884,5.857,5.854,5.795
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,"Congo, Dem. Rep.",COD,..,3.224,4.446,4.456,4.548,4.637,4.661,4.642,5.369,5.273,4.585,4.544
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,"Congo, Rep.",COG,..,19.854,19.781,20.2,20.524,20.887,20.938,20.608,22.373,22.077,20.261,20.054
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Costa Rica,CRI,..,5.08,8.499,8.415,8.085,7.729,9.01,10.807,16.432,15.139,11.325,8.304
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Cote d'Ivoire,CIV,..,4.835,3.275,2.574,1.896,3.273,2.851,2.401,2.559,2.59,2.434,2.403
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Croatia,HRV,..,16.064,17.29,16.175,13.103,11.208,8.432,6.617,7.507,7.608,6.96,6.063
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Cuba,CUB,..,5.45,2.7,2.4,2,1.7,1.7,1.2,1.4,1.373,1.254,1.163
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Cyprus,CYP,..,4.766,16.277,15.026,13.006,11.155,8.504,7.155,7.755,7.513,6.807,5.964
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Czechia,CZE,..,8.764,6.108,5.048,3.952,2.893,2.246,2.015,2.551,2.803,2.224,2.593
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Denmark,DNK,..,4.476,6.925,6.278,5.989,5.833,5.131,5.018,5.637,5.043,4.434,5.142
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Djibouti,DJI,..,26.862,26.217,26.095,25.999,26.064,26.18,26.246,27.645,27.548,26.367,26.258
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Dominican Republic,DOM,..,6.432,6.719,7.605,7.284,5.832,5.861,6.356,6.126,7.702,5.504,5.557
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Ecuador,ECU,..,4.8,3.48,3.616,4.597,3.836,3.53,3.812,6.127,4.552,3.761,3.367
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,"Egypt, Arab Rep.",EGY,..,8.98,13.105,13.052,12.45,11.767,9.855,7.851,7.974,7.441,7.344,7.306
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,El Salvador,SLV,..,6.96,4.154,3.998,4.418,4.385,4.006,4.17,5.008,4.327,2.999,2.758
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Equatorial Guinea,GNQ,..,8.033,8.044,8.178,8.232,8.329,8.256,8.367,9.075,9.194,8.746,8.666
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Eritrea,ERI,..,5.724,5.652,5.793,5.83,5.879,5.758,5.789,6.307,6.341,5.941,5.866
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Estonia,EST,..,13.36,7.352,6.412,6.882,5.807,5.412,4.514,6.956,6.178,5.571,6.345
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Eswatini,SWZ,..,24.518,23.817,23.279,22.718,24.83,26.983,29.049,34.232,35.707,37.852,37.636
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Ethiopia,ETH,..,3.502,2.364,2.45,2.566,2.678,2.825,2.945,4.024,3.935,3.493,3.497
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Fiji,FJI,..,4.705,4.325,4.292,4.32,4.328,4.34,4.38,4.623,4.678,4.481,4.327
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Finland,FIN,..,11.135,8.663,9.376,8.818,8.64,7.361,6.695,7.759,7.606,6.719,7.155
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,France,FRA,..,10.218,10.273,10.354,10.057,9.41,9.018,8.415,8.01,7.874,7.308,7.323
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,French Polynesia,PYF,..,11.608,11.886,11.776,11.699,11.554,11.553,11.536,12.879,12.492,11.911,11.724
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Gabon,GAB,..,17.827,19.922,19.994,20.165,20.351,20.502,20.426,21.273,21.233,20.501,20.361
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,"Gambia, The",GMB,..,9.639,8.224,7.271,6.299,5.162,4.127,4.532,5.858,6.206,6.082,6.479
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Georgia,GEO,..,10.82,17.439,16.506,16.604,13.939,12.667,11.565,11.73,11.794,11.657,11.622
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Germany,DEU,..,7.917,4.981,4.624,4.122,3.746,3.384,3.136,3.856,3.638,3.135,3.045
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Ghana,GHA,..,10.456,4.412,6.806,5.237,3.369,3.251,3.156,3.285,3.338,3.084,3.079
